Title,keywords,Python,salary,R,SQL,Place
Data Analyst / Data Product Manager,"(['PostgreSQL'],)",0,,0,1,"Potsdam, Brandenburg, Germany"
Data Analyst (w/m/d),"(['Python'], ['NumPy', 'SciPy', 'Pandas'])",0,,0,0,"Berlin, Berlin, Germany"
"Data Analyst / Decision Scientist, Marketing","(['R', 'Python', 'Matlab', 'Scala'], ['SQL', 'Looker', 'Tableau'])",0,,1,0,"Berlin, Berlin, Germany"
Junior Customer Data Analyst (m/w/d),"(['R', 'Python'], ['SQL'])",1,,0,0,"Berlin, Berlin, Germany"
Senior Data Analyst (m/f/d),"(['SnowFlake'], ['SQL', 'Git', 'dbt'])",0,,0,0,"Berlin, Germany "
Marketing Data Analyst (m/w/x),"(['Google Sheets', 'Tableau'],)",0,,0,0,"Berlin, Berlin, Germany "
BI-Analyst/ Data Analyst (m/w/d),,0,,0,1,"Berlin, Berlin, Germany"
Market Data Analyst,"(['Salesforce'],)",0,,0,0,"Berlin, Germany"
Google Analytics & Data Studio Analyst*innen (m/w/d) - Fully-REMOTE,"(['Google Analytics'],)",0,,0,0,"Berlin, Berlin, Germany"
Junior Data Protection Analyst (m/w/d),"(['Access', 'access'],)",0,,0,0,"Berlin, Berlin, Germany"
Data Analyst in Pricing Systems (m/f/d) - Remote Option GER,,0,,1,0,"Berlin, Berlin, Germany"
Assistenz (m/w/d) Data Analyst,"(['Python', 'VBA'], ['PowerPoint'])",1,,0,0,"Berlin, Berlin, Germany"
Senior Data Analyst,"(['Python', 'R'], ['Snowflake'], ['Tableau', 'SQL', 'Git', 'Airflow', 'DBT', 'Google Analytics'])",0,,0,0,"Berlin, Berlin, Germany"
Senior Data Analyst,"(['SnowFlake'], ['SQL', 'Git', 'dbt'])",0,,0,0,"Berlin, Germany "
Marketing Data Analyst (m/w/d),"(['Python', 'R'], ['SQL'])",0,,0,1,"Berlin, Germany "
Data Analyst Healthcare - Consulting (w/m/d),"(['Tableau', 'Qlikview'],)",0,,0,0,"Berlin, Berlin, Germany"
Data Analyst / Data Product Manager (m/w/d),"(['PostgreSQL'],)",0,,0,0,"Potsdam, Brandenburg, Germany"
Data Engineer (f/m/x),"(['Python'], ['AWS', 'GCP'], ['SQL'])",0,,0,0,"Berlin, Berlin, Germany"
Forecasting Analyst (m/f/d),"(['SQL', 'PowerPoint'],)",1,,0,0,"Kleinmachnow, Brandenburg, Germany"
Forecasting Analyst (m/f/d),"(['SQL', 'PowerPoint'],)",0,,0,1,"Dreilinden, Brandenburg, Germany"
Analytics & Data Lead,"(['python', 'Python'], ['Snowflake'], ['SQL', 'Looker', 'Tableau', 'dbt', 'Airflow', 'GitHub', 'Mixpanel', 'agile'])",0,,0,0,"Berlin, Berlin, Germany"
ERP Data Analyst,"(['Salesforce', 'SQL', 'Looker', 'Tableau', 'SAP'],)",0,,0,0,"Berlin, Berlin, Germany"
Data Analytics Engineer (all genders),"(['Python'], ['Airflow', 'dbt', 'SQL', 'git', 'Docker', 'Looker', 'Tableau'])",1,,0,0,"Berlin, Berlin, Germany"
Data Engineer,"(['Python', 'Scala'], ['Snowflake'], ['Databricks', 'DBT', 'SQL', 'Git'])",0,,1,0,"Berlin, Germany "
Data Analyst/Developer Marketing Intelligence B2B (m/w/d),"(['Python', 'JavaScript', 'VBA'], ['Microsoft SQL Server'], ['SQL', 'Tableau', 'ETL', 'Salesforce', 'Power BI'])",0,,0,1,"Teltow, Brandenburg, Germany"
Senior People Data Analyst,"(['Google Sheets', 'Looker', 'Tableau'],)",0,,0,0,"Berlin, Berlin, Germany"
Business Intelligence Analyst (all genders),"(['Python'], ['Tableau', 'SQL'])",0,,0,0,"Berlin, Berlin, Germany "
Data Engineer - Marketing,"(['Python'], ['SQL'])",0,,0,0,"Berlin, Germany"
People Data & Compensation Analyst (f/m/d),"(['Google sheets'],)",0,,0,0,"Berlin, Germany"
Business Intelligence Analyst (w/x/m),"(['VBA'], ['Tableau'])",0,,0,1,"Berlin, Berlin, Germany "
(Senior) Data Analyst / Data Engineer (m/w/d),"(['Python'], ['MySQL'], ['pandas', 'SQL', 'Tableau', 'Plotly', 'git', 'ETL', 'Airflow', 'GIS', 'TensorFlow', 'Keras'])",0,,0,0,"Berlin, Berlin, Germany"
Qlik Consultant/Data Analyst (M/W/D),"(['SQL'],)",0,,0,1,"Berlin, Berlin, Germany"
Consultant Data Analytics & Reporting (m/w/d),,1,,0,0,"Berlin, Berlin, Germany"
Sales Data Analyst,"(['Salesforce', 'PowerPoint'],)",0,,1,0,"Berlin, Berlin, Germany"
Data Engineer,"(['Python'], ['GCP'], ['Snowflake'], ['agile', 'DBT', 'Airflow', 'SQL', 'Google Analytics'])",0,,0,0,"Berlin, Berlin, Germany "
Data Analyst (w/m/d) Credit Risk,"(['Python'], ['SQL', 'SAS', 'Looker'])",0,,0,1,"Berlin, Berlin, Germany"
"Senior Data Analyst, Global Insights & Behavioural Analytics","(['R', 'Python'], ['SQL'])",0,,0,0,"Berlin, Germany"
BI DATA ANALYST / BUSINESS ANALYST* SCHWERPUNKT MICROSOFT,"(['DAX'], ['SSRS', 'SSIS'])",0,,0,1,"Berlin, Berlin, Germany"
Analyst Data Analytics (m/w/d) in Berlin,"(['R', 'Python'], ['SQL'])",0,,0,0,"Berlin, Berlin, Germany"
(Senior) Data Analyst (m/w/d) Data Analytics Platform,"(['Python', 'R'], ['Scrum', 'SQL', 'Tableau', 'agile'])",1,,0,0,"Berlin, Berlin, Germany"
Customer Insights Analyst (d/f/m),"(['SQL'],)",0,,1,0,"Berlin, Berlin, Germany"
Senior Marketing Data Analyst (m/f/x),"(['Python'], ['firebase'], ['access'], ['SQL', 'Looker', 'Tableau', 'Power BI', 'dbt', 'GitHub'])",0,,0,1,"Berlin, Berlin, Germany"
"Lead Data Analyst/Consultant (m/w/d), Berlin","(['R', 'Python', 'Javascript'], ['Snowflake', 'Redshift'], ['Tableau', 'Looker', 'pandas', 'SQL', 'API', 'Google Analytics', 'ETL', 'dbt', 'airflow', 'scikit learn', 'keras', 'tensorflow'])",0,,0,0,"Berlin, Berlin, Germany"
(Junior) Business Intelligence Analyst*in (m/w/d),"(['ETL', 'Salesforce', 'Tableau', 'SAP', 'agile'],)",0,,0,0,"Berlin, Berlin, Germany"
Senior Data Analyst (m/w/d),"(['JavaScript'], ['Google Analytics', 'Tableau', 'Power BI'])",0,,0,0,"Berlin, Berlin, Germany"
Data Engineer,"(['Python'], ['AWS'], ['Snowflake'], ['ETL'])",0,,0,0,"Berlin, Germany"
People Data & Compensation Analyst (f/m/d),"(['Google sheets'],)",0,,0,0,"Berlin, Germany "
Analyst Data Management & Analytics (m/w/d) in Berlin,"(['SQL'],)",0,,0,0,"Berlin, Berlin, Germany"
Senior Data Analyst (f/m/d) Germany,"(['AWS'], ['SQL', 'Tableau'])",0,,0,0,"Berlin, Berlin, Germany "
Data Modeler,"(['SQL'],)",0,,0,0,"Berlin, Germany"
Junior Consultant (M/W/D) – SAP Business Intelligence / Analytics,"(['SAP'],)",0,,0,0,"Berlin, Berlin, Germany"
Data Engineer (m/w/d),"(['Scala', 'Java', 'Python'], ['Hive'], ['ETL'])",0,,0,1,"Berlin, Berlin, Germany"
PowerBI / Analytics Experte (m/w/d),"(['Python'], ['SQL Server'], ['ETL', 'SQL', 'Synapse', 'Scrum'])",0,,0,0,"Berlin, Germany"
(Senior) Data Analyst (m/w/d),"(['Python', 'R'], ['Redshift'], ['Tableau', 'Power BI', 'SQL'])",0,,0,0,"Berlin, Berlin, Germany"
Data Engineer (Machine Learning) (f/m/d),"(['Python', 'R', 'Scala'], ['Microsoft Azure', 'AWS'], ['access'], ['SQL', 'scrum', 'agile', 'NumPy', 'Pandas', 'ETL'])",0,,0,0,"Berlin, Germany"
Junior Consultant Analytics (m/w/d),"(['R', 'Python'], ['SQL'])",0,,0,1,"Berlin, Berlin, Germany"
Data Engineer,"(['Python', 'R'], ['PostgreSQL', 'hive'], ['SQL', 'Power BI', 'Databricks'])",0,,0,0,"Berlin, Germany"
(Senior) Data Analyst (m/w/d) Data Analytics Platform,"(['Python', 'R'], ['Scrum', 'SQL', 'Tableau', 'agile'])",0,,0,0,"Berlin, Berlin, Germany"
Cloud Data Analyst - Azure Data Lake / Azure Data Factory (w|m|d),"(['Python'], ['Azure Data Lake'], ['SQL', 'ETL', 'Databricks', 'GitHub', 'Tableau', 'Power BI', 'Alteryx'])",0,,0,0,"Berlin, Berlin, Germany"
Analytics Engineer,"(['python'],)",0,,0,0,"Berlin, Germany"
Data Engineer (m/w/d),"(['Python'], ['AWS'], ['airflow', 'dbt', 'SQL', 'Git', 'Airflow', 'agile'])",0,,0,0,"Berlin, Berlin, Germany "
Data Analyst im Automotive Umfeld (m/w/d),"(['Python'], ['AWS'])",0,,0,0,"Berlin, Germany "
Data engineer (m/w/d),"(['Python'], ['AWS'], ['airflow', 'dbt', 'SQL', 'Git', 'Airflow', 'agile'])",0,,0,0,"Berlin, Berlin, Germany "
Senior Data Analyst (m/w/d) - Data Analytics Platform,"(['Python', 'R'], ['Scrum', 'SQL', 'Tableau'])",0,,0,0,"Berlin, Berlin, Germany"
Trainee Data Analytics & AI - Digital Operations (w/m/d),"(['R', 'Python'], ['Databricks'])",0,,0,1,"Berlin, Berlin, Germany"
Data Engineer (m/w/d),,1,,0,0,"Berlin, Berlin, Germany"
Senior Marketing Data Analyst - Berlin,"(['Snowflake', 'Access', 'access'], ['SQL', 'Salesforce', 'ETL'])",0,,0,0,"Berlin, Berlin, Germany"
Business Intelligence Spezialist (m/w/d),,0,,0,0,"Berlin, Berlin, Germany"
(Junior) Business Intelligence Analyst*in (m/w/d),"(['ETL', 'Salesforce', 'Tableau', 'SAP', 'agile'],)",0,,0,0,"Berlin, Germany "
Datenanalyst CMDB (m/w/d) 426-10964,,0,,0,1,"Berlin, Germany"
Data Engineer,"(['Python'], ['AWS', 'GCP'], ['SQL'])",0,,0,0,"Berlin, Germany"
Business Intelligence Spezialist (m/w/d),,0,,0,0,"Berlin, Berlin, Germany"
Data Analytics Consultant (w/m/x),"(['Python'], ['Azure Data Lake'], ['SQL', 'Databricks'])",0,,0,1,"Berlin, Berlin, Germany"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL'])",0,110000.0,0,0,"Seattle, WA "
Data Analyst - Tiktok Ads,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
Data Analyst 2 - Marketing Optimization Analytics,"(['R', 'Python'], ['SQL'])",0,76000.0,0,0,"Seattle, WA"
Data Analyst - Remote,"(['SQL', 'Power BI', 'Tableau', 'ETL'],)",1,95000.0,0,0,"Bellevue, WA "
Data Analyst,"(['DAX'], ['Power BI', 'SQL'])",0,123500.0,0,0,"Bellevue, WA"
Junior Data Analyst,"(['SQL', 'Power BI'],)",0,,0,0,"Redmond, WA"
"data analyst, Partner (Employee) Communications",,0,,0,0,"Seattle, WA"
Data Analyst,,0,,1,0,"Seattle, WA "
Data Analyst,"(['SQL'],)",0,,0,0,Greater Seattle Area 
Data Analyst,"(['SQL'],)",0,,0,1,Greater Seattle Area
Data Analyst,"(['Python'], ['SQL', 'sklearn'])",0,139000.0,0,0,"Seattle, WA"
Data Analyst,"(['Google Meet'], ['SQL', 'Tableau', 'Mixpanel', 'Github'])",0,,0,0,Greater Seattle Area
Data Analyst (eCommerce),"(['PowerPoint'],)",0,87500.0,0,0,"Redmond, WA"
Data Analyst - Tiktok Ads and Monetization Products,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
Data Analyst III,"(['Power BI', 'Tableau', 'PowerPoint'],)",0,82000.0,0,0,"Redmond, WA"
Forecasting and Data Analyst,,0,,0,0,"Tacoma, WA"
Healthcare Data Analyst - Entry-Level,"(['R'], ['SAS', 'SQL'])",0,75000.0,0,0,"Seattle, WA"
"Data Analyst, TikTok Commerce Anti-Fraud Solutions","(['R', 'Python'], ['SQL', 'SAS'])",0,,0,0,"Seattle, WA "
Data Analyst I,"(['DAX'], ['Power BI', 'SQL'])",0,,0,0,"Kirkland, WA"
Sustainability Data Analyst,"(['mode'],)",0,,0,0,"Seattle, WA "
Onboarding Data Analyst,"(['SQL', 'Looker'],)",0,67500.0,0,1,"Seattle, WA"
Data Analyst - IT/Data Analyst III,"(['SAS', 'PowerPoint'],)",0,,1,0,"Bellevue, WA"
Healthcare Analyst - Data Visualization,"(['DAX', 'R', 'Python'], ['SQL', 'SAS'])",0,82500.0,0,0,"Seattle, WA"
Data Analyst,"(['Microsoft SQL Server'], ['SQL', 'Power BI', 'SSRS', 'SSIS'])",0,,0,1,"Tacoma, WA"
Data Visualization Specialist,"(['DAX'], ['Snowflake'], ['SQL', 'Power BI'])",0,80000.0,0,0,"Seattle, WA"
Data Engineer Internship – 2023 (US),"(['Python', 'Scala'], ['AWS'], ['SQL', 'ETL', 'QuickSight', 'Tableau'])",0,10000.0,0,1,"Seattle, WA"
Data Analyst - Tiktok Ads and Monetization Products,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
"Analyst, Analytics",,0,45000.0,0,0,"Seattle, WA"
Data Analyst,"(['Oracle', 'access'], ['SAP', 'SQL', 'Tableau', 'QlikView'])",0,,0,0,"Seattle, WA"
Part-Time Data Entry Analyst - Solvas Financial Technology,"(['Microsoft Teams'],)",0,,0,0,"Seattle, WA"
Senior Data Analyst,"(['Python', 'R'], ['AWS'], ['Snowflake'], ['SQL', 'Tableau'])",0,,0,1,"Seattle, WA"
Healthcare Data Analyst - Experienced - Remote | WFH,"(['R', 'Python', 'Java'], ['AWS'], ['SAS', 'SQL', 'Databricks', 'Tableau'])",0,80000.0,0,0,"Seattle, WA "
Marketing Data Analyst,"(['Google Analytics', 'Tableau', 'API', 'SQL'],)",0,85000.0,0,0,"Kent, WA"
Lead Data Analyst,"(['Python'], ['SQL', 'Tableau', 'Power BI', 'API', 'ETL'])",1,,0,0,"Seattle, WA"
Data Analyst Consultant,"(['Python', 'R'], ['AWS'], ['Oracle'], ['Power BI', 'Tableau', 'Agile', 'Scrum', 'ETL', 'SQL', 'mode', 'Google Analytics'])",0,108000.0,0,0,"Bellevue, WA"
"DATA ANALYST, EVALUATIONS","(['agile'],)",0,,0,0,"Seattle, WA"
"DATA ANALYST, TOBACCO METRICS","(['R', 'Python'], ['SQL', 'agile'])",0,,0,1,"Seattle, WA"
DATA ANALYST 2,"(['SQL Server', 'access'], ['SSRS', 'SQL'])",0,,0,0,"Seattle, WA"
Data Labelling Analyst (Remote),,0,,0,1,"Seattle, WA "
UCT Homelessness Data Analyst (MSA-BU),"(['Tableau'],)",0,,0,0,"Seattle, WA "
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Entry level / Virtual Data Entry Analyst Assistant (100% Remote),,0,,0,0,"Kent, WA "
Healthcare Data Analyst,,0,,0,0,"Bellevue, WA "
Sr Data Analyst,,0,,0,1,"Redmond, WA"
Data Analyst,"(['access'],)",0,70000.0,0,0,"Kent, WA"
Healthcare Data Analyst II,"(['Python', 'VBA'], ['SQL', 'Power BI', 'Tableau'])",0,65000.0,0,0,"Mountlake Terrace, WA "
Data Analytics - 2023 Summer Intern Job,"(['Python', 'R'], ['SQL Server'], ['SQL', 'ETL', 'Tableau'])",0,,0,0,"Kirkland, WA "
Business Intelligence Analyst,"(['Power BI'],)",0,,0,0,"Redmond, WA "
Health Care Data Analyst (2022-1311),"(['Access'], ['PowerPoint'])",0,,0,0,"Renton, WA "
Data Engineer,"(['C++', 'Python'], ['Presto', 'Snowflake', 'access'], ['ETL'])",0,120000.0,0,0,"Redmond, WA"
Healthcare Data Analyst - Experienced,"(['R', 'Python', 'Java'], ['AWS'], ['SAS', 'SQL', 'Databricks', 'Tableau'])",0,55000.0,0,0,"Seattle, WA"
CRM Data Analyst,"(['access', 'Microsoft SQL Server'], ['ETL', 'SQL', 'SSRS', 'Tableau', 'Power BI', 'SSIS'])",0,,0,0,"Seattle, WA"
Data Engineer - Data Science & Analytics,"(['Cosmos DB', 'Oracle database', 'Microsoft Azure'], ['ETL', 'SQL', 'Synapse', 'Databricks', 'Git', 'API', 'agile', 'SAP'])",0,100000.0,0,0,"Seattle, WA"
Data Analyst 3 - 8229-1,"(['Access'], ['SQL', 'PowerPoint'])",0,,0,1,"Bellevue, WA"
"Senior Data Analyst _ Real Time Communication (Seattle, WA)","(['Python', 'R'], ['SQL'])",1,,0,0,"Seattle, WA "
"Data Engineer, Analytics","(['Python', 'C++', 'Scala'], ['ETL', 'SQL'])",0,,0,0,"Seattle, WA "
"Data Engineer, Analytics","(['Python', 'C++', 'Scala'], ['ETL', 'SQL'])",0,,0,0,"Bellevue, WA "
Data Analyst 3 - 8229-1,"(['Access'], ['SQL', 'PowerPoint'])",0,,0,0,"Bellevue, WA"
Data Engineer,"(['Python'], ['AWS'], ['access'], ['SQL'])",0,,0,1,"Seattle, WA "
Sr. Data Analyst (Product),"(['access'], ['SQL', 'Tableau', 'Power BI'])",1,,0,0,"Bellevue, WA"
Business Intelligence Analyst,,0,,1,0,"Redmond, WA"
Data Reporting and Analytics Consultant I,,0,,0,0,"Renton, WA"
Data Engineer - Data Analytics,"(['Cosmos DB'], ['Oracle database'], ['ETL', 'SQL', 'Synapse', 'Databricks', 'API', 'agile', 'Git'])",0,75000.0,0,0,"Seattle, WA"
Planning Data Analyst,"(['Power BI', 'PowerPoint'],)",0,,0,1,"Redmond, WA"
"Data Engineer, Analytics","(['Python', 'C++', 'Scala'], ['ETL', 'SQL'])",0,,0,0,"Redmond, WA "
Adaptive Insights Analyst,"(['SQL'],)",0,,0,0,"Seattle, WA"
"Business Intelligence Analyst, Marketing Analytics","(['Python', 'R'], ['AWS'], ['Hive', 'Redshift'], ['agile', 'SQL', 'dbt', 'Mode', 'Tableau', 'Looker'])",0,1000.0,0,0,"Seattle, WA "
Principal Data Analyst,"(['SQL', 'DBT', 'airflow', 'Tableau'],)",0,,0,0,"Seattle, WA"
Data Engineer,"(['scala'], ['AWS'], ['snowflake', 'Redshift', 'Oracle'], ['Databricks', 'Airflow', 'SQL', 'GitHub'])",0,,0,0,"Seattle, WA "
Data Engineer,"(['Scala', 'Java', 'Python'], ['AWS'], ['Presto', 'Hive'], ['agile'])",0,,0,0,"Seattle, WA "
Senior Data Analyst,"(['Looker', 'SQL'],)",0,,0,1,"Seattle, WA"
Sr. Data Visualization Analyst (264),"(['DAX'], ['Power BI', 'SQL', 'SSRS'])",0,1000.0,0,0,"Bellevue, WA "
Data Engineer,"(['Java', 'Python', 'Scala'], ['Git'])",0,,0,0,"Seattle, WA "
Data Engineer / BI Developer,"(['DAX'], ['Azure Data Lake'], ['Power BI', 'SQL', 'Synapse'])",0,,0,0,"Redmond, WA"
Data Engineer,"(['Cosmos DB'], ['DB2', 'Oracle'], ['ETL', 'SQL', 'Synapse', 'Databricks', 'Git', 'agile', 'SAP'])",0,100000.0,0,0,"Seattle, WA"
"Data Engineer, People","(['Python', 'Scala'], ['AWS'], ['access'], ['SQL', 'ETL'])",0,,0,1,"Seattle, WA"
Business Intelligence Analyst Intern - 2023,"(['R', 'Java', 'Python'], ['AWS'], ['SQL', 'Alteryx', 'Tableau', 'Power BI'])",0,,0,0,"Issaquah, WA"
Data Integration Analyst (EDI),"(['Jira', 'SQL'],)",0,,0,0,"Bellevue, WA"
Risk Adjustment Data Analyst,"(['Access'], ['SQL', 'SAS'])",0,107500.0,0,0,"Seattle, WA"
Data Engineer - Analytics Platform,"(['Python'], ['ETL', 'SQL'])",0,,0,0,"Seattle, WA"
Starlink Analyst,"(['Python'], ['access'], ['SQL'])",0,95000.0,0,0,"Redmond, WA"
Business Intelligence and Visualization Specialist,"(['SQL'],)",0,,0,0,"Seattle, WA "
Data Engineer,"(['Python'], ['AWS', 'Google Cloud Platform'], ['Airflow', 'GitHub', 'ETL', 'SQL'])",0,95000.0,0,0,"Seattle, WA "
Early Career Environmental Data Analytics Specialist,"(['Python', 'C++'], ['access', 'Access'], ['GIS', 'PowerPoint', 'git', 'agile'])",0,73000.0,0,0,"Redmond, WA"
Senior Category Insights Analyst,,0,91000.0,0,0,"Seattle, WA"
Data Engineer,"(['ETL'],)",0,,0,0,"Seattle, WA"
Business Intelligence Analyst III (Marketing Web Analytics),"(['Python', 'JavaScript'], ['Google Analytics', 'Looker', 'Tableau', 'SQL'])",0,127000.0,0,0,"Bellevue, WA"
Data Engineer,"(['Python'], ['Amazon Web Services', 'Microsoft Azure'], ['Snowflake'], ['Docker', 'Tableau', 'Power BI', 'SQL', 'Airflow', 'Git'])",0,130000.0,0,1,"Seattle, WA"
"Data Engineer, E-Commerce","(['R'], ['Hive', 'Presto'], ['SQL'])",0,,0,0,"Seattle, WA "
Data Engineer,"(['Python'], ['AWS'], ['Snowflake', 'access'], ['agile', 'Jira', 'Confluence', 'SQL', 'Tableau', 'Plotly', 'Power BI'])",0,,0,0,"Bellevue, WA"
"Data Engineer, Big Data Privacy and Security","(['R'], ['Hive', 'Presto'], ['ETL'])",1,,0,0,"Seattle, WA "
"Senior Data Analyst, Finance Reporting","(['SQL', 'Tableau'],)",0,145000.0,1,0,"Seattle, WA"
Data Engineer,"(['Python', 'Ruby', 'Scala', 'Java', 'R', 'MatLab', 'C++'], ['GCP'], ['SAS', 'SQL', 'Git', 'ETL'])",0,,0,0,"Seattle, WA"
Data Engineer,"(['Python', 'R'], ['access', 'Elasticsearch', 'Redshift'], ['ETL', 'Docker', 'Airflow', 'Agile', 'SQL'])",0,,0,0,"Seattle, WA"
Systems Analyst - Data Governance,"(['Javascript'], ['access', 'SQL Server'], ['Agile', 'scrum'])",0,,0,1,"Seattle, WA"
Warranty Data Analytics - 2023 Summer Intern 1 Job,"(['Python'], ['SQL Server', 'Snowflake'], ['SQL', 'Tableau'])",0,,0,0,"Kirkland, WA "
"Associate Analyst, Quality Technical Data Management","(['Access', 'access'], ['PowerPoint'])",0,,0,1,"Redmond, WA"
Lead Business Intelligence Analyst,"(['Python'], ['Amazon Redshift'], ['access', 'Snowflake', 'Access'], ['Looker', 'SQL', 'Mode', 'Tableau', 'Qlikview', 'Airflow', 'DBT', 'Scrum', 'agile', 'Amplitude'])",0,,0,1,"Seattle, WA"
Data Engineer,"(['ETL', 'Databricks', 'API', 'SQL', 'Scrum', 'Agile'],)",0,,0,0,"Seattle, WA"
Government & Infrastructure Insights Analyst,"(['agile', 'Power BI', 'Tableau'],)",0,125000.0,0,0,"Seattle, WA"
Data Analyst,"(['SQL'],)",0,,0,0,"San Francisco, CA "
Data Analyst,"(['R', 'Python'], ['SQL', 'Tableau', 'Looker'])",0,135000.0,0,0,"San Francisco, CA"
Data Analyst,"(['SQL'],)",0,,0,0,"San Bruno, CA"
Product Data Analyst,"(['AWS'], ['velocity', 'Snowflake'], ['DBT', 'ETL', 'SQL', 'Tableau', 'Looker', 'Periscope'])",0,104000.0,0,0,"San Francisco, CA"
Data Analyst,,0,,0,0,"Walnut Creek, CA "
Data Analyst,"(['R', 'Python'], ['SQL', 'Salesforce', 'Tableau'])",0,,0,1,"San Francisco, CA"
Data Analyst,"(['Python', 'R'], ['access', 'PostgreSQL'], ['SQL', 'Mode', 'Tableau', 'AirFlow'])",0,,1,0,"Burlingame, CA"
Data Analyst,"(['Python'], ['MySQL', 'SQL Server'], ['SQL', 'Transformers', 'Tensorflow', 'PyTorch', 'spaCy', 'Tableau'])",1,,0,0,"San Francisco, CA"
Data Analyst,,0,,0,0,"San Francisco, CA"
Data Analyst,"(['R'], ['SQL', 'Tableau'])",1,,0,0,"San Francisco, CA"
Data Analyst / Data Scientist,"(['Python'], ['SQL'])",0,160000.0,1,0,"San Francisco, CA"
Fraud Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Power BI', 'Tableau', 'Looker'])",0,119500.0,0,0,"San Francisco, CA"
2023 Intern - Experience Insights Analyst,"(['access'], ['SQL', 'Tableau', 'Power BI'])",0,,0,0,"San Francisco, CA"
Research Data Analyst,"(['R', 'Python'], ['Access'], ['SQL'])",0,,0,1,"San Francisco, CA"
"Analyst, Analytics",,0,45000.0,0,0,"San Francisco, CA"
Senior Data Analyst,"(['Python', 'R'], ['Redshift', 'access'], ['SQL', 'Looker', 'Tableau'])",0,,0,0,"San Francisco, CA"
Business Data Analyst,"(['Python', 'R'], ['SQL', 'PowerPoint', 'Looker', 'Tableau'])",0,92500.0,0,0,"Oakland, CA "
Research Data Analyst,,0,,0,0,"San Francisco, CA"
Research Data Analyst,"(['SAS'],)",0,,0,0,"San Francisco, CA"
Part-Time Investment Data Analyst,,1,,0,0,"San Francisco, CA"
Data Analyst,,0,,0,0,"Ohio, United States"
Data Analyst,"(['SQL Server'], ['SQL', 'ETL', 'etl'])",0,,0,0,"Ann Arbor, MI "
Data Analyst (Remote),"(['R', 'Python'],)",0,90000.0,0,0,"Syosset, NY "
